zip_code,city,state,county,s2014_03,s2014_06,s2014_09,s2014_12,s2015_03,s2015_06,s2015_09,s2015_12,s2016_03,s2016_06,s2016_09,s2016_12,s2017_03,s2017_06,s2017_09,s2017_12
20646,La Plata,MD,Charles,287200,299300,300700,298800,291800,293600,296900,300400,301300,301300,296900,298900,298400,304300,313300,310400
20650,Leonardtown,MD,Saint Marys,316000,318100,318000,313300,312900,315200,316100,316200,319500,318800,326100,325300,327100,328800,328700,328600
20653,Lexington Park,MD,Saint Marys,238600,244000,245200,241900,242100,240900,238100,238400,238900,238500,238900,240900,238000,237600,238300,240800
20657,Lusby,MD,Calvert,206600,204600,207400,209200,212900,211300,212600,214300,216700,218100,219300,220000,220200,220100,220600,222300
20658,Marbury,MD,Charles,194800,212700,230100,224700,221700,225800,222400,222600,226700,222700,218000,217900,218600,223300,237100,240500
20659,Mechanicsville,MD,Saint Marys,252400,256300,254600,249400,250100,248200,249500,249900,250800,254700,260900,263700,268500,269000,270000,271600
20662,Nanjemoy,MD,Charles,218600,233400,239600,239100,234300,238700,242600,247000,255500,252800,253300,247900,243000,251800,262400,259000
20664,Newburg,MD,Charles,240000,252500,256100,256000,250500,258800,259700,263700,266400,262800,262000,267700,268500,271900,280600,270000
20674,Piney Point,MD,Saint Marys,273100,281600,286100,277900,271300,279300,275200,277000,280300,279600,286900,294700,307900,306400,295300,291000
20675,Pomfret,MD,Charles,264500,274500,275900,275300,272300,277600,285300,287600,287700,285700,280800,282000,283500,288500,300900,302400
20676,Port Republic,MD,Calvert,309600,311200,312000,311600,314300,311300,313700,316100,317800,317400,322000,328500,323700,321700,324600,324100
20677,La Plata,MD,Charles,333200,350900,352500,342800,336200,338800,344400,353500,353800,352300,344200,343500,342400,341200,354700,350100
20678,Prince Frederick,MD,Calvert,284800,283600,285800,286000,290400,285800,289600,289500,288900,292200,292800,296200,298500,300400,301600,300900
20680,Ridge,MD,Saint Marys,244000,257500,269300,261400,258100,258700,248900,252100,265900,266900,271000,277100,280600,283600,283100,285500
20684,Saint Inigoes,MD,Saint Marys,291300,298400,295300,286900,284400,283400,280500,279000,282100,284300,283900,287300,287700,290800,294900,297100
20685,Saint Leonard,MD,Calvert,282700,279900,281300,279600,280500,280400,281200,282700,288100,285400,288500,295300,297900,301000,304800,305600
20688,Solomons,MD,Calvert,257700,261500,263200,266000,267300,261800,263100,262600,260300,262500,267200,265400,264300,264700,263500,268500
20689,Sunderland,MD,Calvert,352300,358400,364100,371200,376200,373100,376300,379300,378800,374300,379700,381300,383400,384000,381300,382900
20690,Tall Timbers,MD,Saint Marys,303600,308400,306400,305200,304500,306600,308300,309200,314800,313800,321200,320500,326800,320300,309900,299900
20692,Valley Lee,MD,Saint Marys,299500,302900,295600,285200,285800,288000,285100,286100,284100,288200,290200,295500,302600,303500,303800,300800
20693,Welcome,MD,Charles,313100,332200,332100,326500,317200,322100,326800,331400,331300,332200,330300,332900,330100,328000,336000,329400
20695,White Plains,MD,Charles,288600,300900,305400,300800,293700,297900,302100,307400,309200,315900,315700,319300,320600,321700,334400,331900
20705,Beltsville,MD,Prince Georges,261200,269000,275600,278100,277900,281300,281000,279300,283000,298000,304600,315500,318500,315700,318000,319800
20706,Lanham Seabrook,MD,Prince Georges,225000,236000,242500,247300,249200,254300,255100,255900,259200,272100,280100,287600,285300,285600,292400,298500
20707,Laurel,MD,Prince Georges,224300,231700,239400,241400,241300,246400,247200,251200,252900,265200,268300,273300,272400,272200,274600,279700
20708,Laurel,MD,Prince Georges,287300,293900,297200,302200,305400,311700,310000,306500,304700,318600,327800,334000,330100,329700,336000,337200
20710,Bladensburg,MD,Prince Georges,173500,189600,194300,198600,199100,201100,199000,202100,217200,234600,245000,256800,254600,252800,256000,264700
20711,Lothian,MD,Anne Arundel,383600,383100,387300,394100,397600,406900,405600,411800,411500,414900,417900,424400,421000,422500,423700,423000
20712,Mount Rainier,MD,Prince Georges,242800,249500,254400,259200,270000,292000,299000,302300,307100,321000,332400,340800,336300,341500,352800,364700
20714,North Beach,MD,Calvert,247400,251200,250700,253400,251600,251800,252800,252300,252700,255500,260500,265900,268100,270000,273800,279600
20715,Bowie,MD,Prince Georges,276100,280800,285500,290600,293700,300500,300800,298200,299000,311600,312100,319500,319400,320200,323600,327200
20716,Bowie,MD,Prince Georges,250300,254100,258000,259300,259600,268200,268400,270600,270800,281800,285900,293000,291300,292600,299800,304400
20720,Bowie,MD,Prince Georges,336700,347000,350900,352200,357900,365700,367700,367900,369400,383400,386300,393500,390600,388300,393000,396400
20721,Bowie,MD,Prince Georges,332700,344500,351300,356600,357800,370400,374000,373600,375200,391600,398900,405500,398100,396200,401600,411700
20722,Brentwood,MD,Prince Georges,182600,195200,201300,201000,202800,209500,210600,216300,231300,251100,263500,274300,269800,265800,265500,276500
20723,Laurel,MD,Prince Georges,372000,376300,382200,387800,382400,381700,382200,382300,383800,390000,392200,393000,401100,406800,408300,411100
20724,Laurel,MD,Prince Georges,276900,276900,278500,280500,278000,277400,278700,278300,276000,283500,288400,293400,295000,297100,299900,303600
20732,Chesapeake Beach,MD,Calvert,271800,271000,269500,271700,275100,272200,273300,273800,273800,275400,280700,286700,289900,292700,294200,296500
20733,Churchton,MD,Anne Arundel,286800,292100,297300,300300,299300,299300,300400,298800,298900,306400,312100,322800,318000,314300,315800,314000
20735,Clinton,MD,Prince Georges,225800,229600,232900,239400,239600,244100,248900,246900,247800,262400,267400,275600,278000,279100,281300,287400
20736,Owings,MD,Calvert,397200,402200,408200,410100,412400,405300,403900,409100,409300,411900,414400,416600,417200,418800,425400,428600
20737,East Riverdale,MD,Prince Georges,203500,208900,216300,222700,226000,232600,234400,237900,240100,252100,258100,263900,267500,266600,270700,274700
20740,College Park,MD,Prince Georges,245400,252300,262700,268300,266800,273700,270900,272600,277100,291000,295300,304700,305800,301100,303100,301500
20743,Coral Hills,MD,Prince Georges,158200,169100,175700,182100,181300,181100,179700,180200,184000,192700,197300,206000,208200,208600,214100,223800
20744,Fort Washington,MD,Prince Georges,231100,242100,249700,252500,254400,262100,263400,265200,267300,276900,283400,290900,288100,287100,290300,295900
20745,Forest Heights,MD,Prince Georges,172800,178300,180800,185900,191900,197700,200200,205400,210300,222000,226200,229800,228100,228200,239500,247500
20746,Suitland-Silver Hill,MD,Prince Georges,177600,185000,191400,195000,196600,199900,198000,199400,202600,213800,218200,226200,226800,226000,231000,237600
20747,District Heights,MD,Prince Georges,172700,177400,183300,186900,190900,194200,193600,197400,200600,211000,217300,224800,227400,228200,232200,237600
20748,Temple Hills,MD,Prince Georges,193900,204300,212200,214800,213700,215500,210000,209000,213100,227800,234700,243400,249900,251700,258500,262700
20751,Deale,MD,Anne Arundel,328700,330600,330000,325100,331500,332900,325700,322400,324200,335300,345400,379400,357600,348800,353700,354000
20754,Dunkirk,MD,Calvert,412000,410700,412100,413700,417300,414000,413100,418200,418700,417800,422500,426900,427400,431600,437100,434900
20759,Fulton,MD,Howard,608100,607500,612600,609500,601000,606900,612900,615800,618200,617800,621400,622000,629100,633700,633700,636300
20763,Savage,MD,Howard,292600,289300,299300,300300,298700,304300,304000,308000,317500,322200,318500,314400,317800,320200,321200,319900
20764,Shady Side,MD,Anne Arundel,270900,271400,272800,271800,268800,274500,278700,279000,279200,283400,287500,309900,300200,297800,295800,291200
20769,Glenn Dale,MD,Prince Georges,349000,361400,360400,362600,365300,370300,371900,374800,372900,391200,393000,401300,400300,401500,405100,408600
20770,Greenbelt,MD,Prince Georges,127900,136400,143900,146700,148900,156300,161300,167100,167100,162500,160900,165900,164500,166200,167900,172600
20772,Greater Upper Marlboro,MD,Prince Georges,231300,236300,241700,245600,248400,253800,254800,254700,253600,267100,273400,280500,281100,281300,285300,291500
20774,Kettering,MD,Prince Georges,246500,252100,258300,264600,266500,275400,277100,277700,278700,291600,296100,304600,306400,308000,314900,320200
20776,Harwood,MD,Anne Arundel,435100,430400,442400,455900,464900,476400,473900,475500,466900,483300,493400,494500,495800,492900,493700,493200
20777,Highland,MD,Howard,635300,638500,639300,643800,641700,640900,638100,645800,649700,652500,653300,646900,650000,654900,657400,665400
20778,West River,MD,Anne Arundel,423200,427400,436500,446800,445400,438600,446400,446600,441400,460500,472100,498200,489600,508800,501700,497400
20779,Tracys Landing,MD,Anne Arundel,366500,361300,366700,366900,366600,379900,377900,373900,372000,379400,392300,415700,402500,400000,393900,397500
20781,Hyattsville,MD,Prince Georges,245200,251000,261400,265200,259300,276200,286700,289800,289100,300700,302100,311700,314300,313900,319300,321200
20782,Chillum,MD,Prince Georges,212900,220500,227100,235300,241500,252600,261800,265100,267300,283900,292700,297700,294000,289500,290300,299600
20783,Chillum,MD,Prince Georges,218300,226900,235000,242500,243600,253800,259700,258500,259100,278100,286200,293800,294600,293200,295300,300900
20784,New Carrollton,MD,Prince Georges,195600,203700,211900,215600,217500,223800,222600,227700,230200,242800,249800,258900,259400,256900,262900,269500
20785,Greater Landover,MD,Prince Georges,168900,177000,180900,183600,183700,184800,185400,186900,189800,200100,204500,212800,214700,213600,219200,231500
20794,Jessup,MD,Howard,309500,308800,314200,314100,309700,309000,309100,312000,314700,317400,319800,317500,320400,322400,325700,330100
20814,Bethesda,MD,Montgomery,665100,678000,666500,665100,665900,670700,675400,683100,683200,687000,684600,698400,696200,683800,684600,682000
20815,Friendship Village,MD,Montgomery,816400,827300,819000,831700,832400,846600,856700,846300,848600,849800,855700,873900,886300,874500,866200,859400
20816,Bethesda,MD,Montgomery,859200,873400,856200,855900,862200,861300,865000,868800,876100,881600,884700,900900,904500,895600,895100,887000
20817,Bethesda,MD,Montgomery,815500,825800,812800,820400,821400,822800,828600,827600,833100,832000,834100,849100,861500,862300,852800,843000
20818,Cabin John,MD,Montgomery,822200,851400,846000,851600,836600,833700,845000,847400,855700,864100,877800,887700,890900,876600,855200,849000
20832,Olney,MD,Montgomery,442600,450400,448000,452000,451900,453300,452800,450400,453400,453700,453300,463800,472700,464700,465700,463800
20833,Brookeville,MD,Montgomery,531200,534700,531000,533100,530700,529700,535300,534000,537100,543200,544800,552100,556200,551400,548000,553100
20837,Poolesville,MD,Montgomery,392900,405100,398200,399200,400900,404400,405500,403900,401800,400500,402700,411000,412100,407200,416700,418500
20841,Boyds,MD,Montgomery,585200,590800,587800,589700,592300,600800,601100,602100,604000,606700,604000,610700,618800,600400,602700,598700
20842,Dickerson,MD,Montgomery,347000,343300,342800,346700,351000,360400,365500,369100,371600,367700,369800,370100,376500,372900,372800,375700
20850,Rockville,MD,Montgomery,534800,536000,525600,523200,523500,525200,528100,532500,534400,532100,532300,544800,552600,548600,548900,546100
20851,Rockville,MD,Montgomery,337700,338600,332600,332400,334300,338700,344300,346100,350400,351200,351400,356900,359200,357600,360400,361400
20852,North Bethesda,MD,Montgomery,405400,410000,404100,402800,397500,395900,394400,393700,396400,393800,387200,400000,408900,405700,403000,403500
20853,Olney,MD,Montgomery,398300,411800,412800,416400,417600,412100,412200,412100,411600,414400,414100,420800,428300,425100,425200,422500
20854,Potomac,MD,Montgomery,866700,881600,867300,872200,869600,867000,872600,874700,877100,868500,866100,879800,881700,871200,874100,867200
20855,Derwood,MD,Montgomery,445300,455000,452100,460100,464900,464700,464500,466200,465200,458100,455900,462000,469200,465500,469900,461400
20860,Sandy Spring,MD,Montgomery,527800,541200,533800,537200,537200,542500,559000,553600,546500,551600,555300,569600,564500,556100,543200,547000
20861,Ashton,MD,Montgomery,552000,567900,565500,570100,565700,563900,575400,572300,569400,563800,556400,562600,558800,559700,557700,562500
20866,Burtonsville,MD,Montgomery,281700,286900,285400,290300,293200,296600,299000,301000,304800,302300,300400,304600,308500,306800,310800,313400
20871,Clarksburg,MD,Montgomery,411400,418900,413400,416400,418000,417400,415200,417400,418800,419000,420300,424400,422300,421000,421500,420900
20872,Damascus,MD,Montgomery,333100,337000,334500,342400,349600,349000,346900,346000,347900,348200,348400,358000,365500,365200,367700,370200
20874,Germantown,MD,Montgomery,259700,263600,258000,261500,265800,267000,271600,274200,276500,277100,275800,281500,285700,284000,286600,287900
20876,Germantown,MD,Montgomery,318200,323200,321800,327100,328900,330700,333100,337200,337500,337000,335900,341000,346500,345600,348800,346300
20877,Gaithersburg,MD,Montgomery,311600,318500,316400,319600,322500,325600,327600,329700,331000,332200,334600,343000,348800,347200,349200,348600
20878,Gaithersburg,MD,Montgomery,508300,515500,507000,510600,513100,513500,513900,516100,518800,515900,515600,525800,533600,527200,528900,525300
20879,Gaithersburg,MD,Montgomery,265700,271700,268500,273800,276500,283200,285400,288000,291600,291700,289000,295300,300500,296800,301700,300900
20882,Damascus,MD,Montgomery,540300,538700,528700,531000,531100,529200,526900,526600,525700,527600,524300,535300,541400,535400,533100,531300
20886,Montgomery Village,MD,Montgomery,236300,241500,239500,241100,242500,243600,244300,245500,248100,247700,247400,252600,257700,259500,261800,261100
20895,South Kensington,MD,Montgomery,544500,556500,550200,542200,537400,538600,550600,561500,568800,576000,577600,604800,601100,596400,599300,583800
20901,Silver Spring,MD,Montgomery,410700,413900,406900,409200,412900,412800,413500,412500,408600,406000,409000,418500,422200,420300,422300,423300
20902,Silver Spring,MD,Montgomery,352200,359000,360100,362500,363600,365900,368100,373400,375500,377200,377900,385000,387700,381200,383000,381700
20903,Silver Spring,MD,Montgomery,308400,322100,324900,330400,330400,343300,344700,342000,344000,347800,349500,363700,369400,362300,362200,364900
20904,Silver Spring,MD,Montgomery,372400,377700,371400,372300,376300,380000,384700,387300,389700,390100,388200,395600,400300,398600,401900,400600
20905,Silver Spring,MD,Montgomery,453300,459300,452900,457000,454700,457300,458400,454800,451900,451400,452500,462400,472600,469000,469200,467900
20906,Silver Spring,MD,Montgomery,290600,298400,297900,300400,301700,302800,306300,310500,314800,316100,318500,323700,327600,327400,328100,326000
20910,Silver Spring,MD,Montgomery,488000,498500,493900,500600,505700,507300,504600,502000,502700,505600,505600,518200,531300,529800,530700,522500
20912,Takoma Park,MD,Montgomery,441500,447300,446900,455700,462800,457000,457900,463100,466400,467900,462700,474200,475900,469000,472100,467300
21001,Aberdeen,MD,Harford,194000,192000,193800,192100,191300,191700,193200,195100,194800,197900,196900,201900,201700,206800,209800,206300
21009,Abingdon,MD,Harford,227000,227800,230800,230500,230300,231500,234000,237900,238400,239200,239000,241600,236500,239600,245600,240800
21012,Arnold,MD,Anne Arundel,378600,381900,383800,384900,382200,386200,382600,381800,377500,385100,393300,404400,395700,388500,391200,391200
21013,Baldwin,MD,Baltimore,393800,397800,406200,406200,406000,407800,410800,416300,416200,418300,412500,417700,418500,420300,419300,417100
21014,Bel Air,MD,Harford,274000,277000,281900,278800,277500,279100,283300,288000,289400,295200,293700,297700,294500,297400,301700,294100
21015,Bel Air,MD,Harford,274700,276900,280500,278100,277100,278400,283600,287900,290400,295600,294300,297700,295600,295900,302600,296100
21017,Belcamp,MD,Harford,159100,161500,163300,164400,163500,162900,161900,161900,163100,164800,164200,168400,168700,171300,175700,174100
21028,Churchville,MD,Harford,311100,315000,318200,318500,315100,317000,321000,323700,326400,332500,331900,339400,332100,337000,344000,338400
21029,Clarksville,MD,Howard,667700,686700,694400,698200,685700,677100,673700,676200,684200,686800,678300,675000,689300,700200,706900,711100
21030,Cockeysville,MD,Baltimore,313700,319300,321500,320100,319900,316500,316900,324800,330100,333300,330000,334800,331500,329700,329800,325500
21032,Crownsville,MD,Anne Arundel,369900,371000,376600,382800,388600,397600,394100,390300,387800,395000,405600,438800,411900,401600,402600,398100
21034,Darlington,MD,Harford,219400,221300,224600,222400,218000,218000,224700,227700,230400,243000,243400,243000,245800,243900,242500,244100
21035,Davidsonville,MD,Anne Arundel,583300,580700,580300,584700,584800,597700,600800,599700,588900,593600,592000,599300,604500,611800,622200,624000
21036,Dayton,MD,Howard,629200,629500,633700,639500,635100,633100,632400,634800,642600,651100,651900,643400,646900,641400,647800,653500
21037,Edgewater,MD,Anne Arundel,351900,356200,358800,359700,360800,364800,367800,365500,363800,368400,372400,393600,380600,375500,376800,373300
21040,Edgewood,MD,Harford,150300,150100,154700,155700,155000,153700,153000,154700,156200,158500,162400,166100,159700,161000,168100,169600
21042,Ellicott City,MD,Howard,539400,541700,543300,546300,538900,546800,547800,553800,557100,554000,548600,544100,552800,555200,555800,555800
21043,Ellicott City,MD,Howard,419200,419900,425400,426500,421900,425400,427200,431800,437200,438100,437200,432800,438000,439100,441200,442900
21044,Columbia,MD,Howard,361800,363100,368300,370900,364800,364100,363100,362000,365000,366700,365800,364300,368000,370200,369300,371600
21045,Columbia,MD,Howard,316000,317200,321100,320400,317600,317500,317000,318200,320000,321300,319000,318000,323800,326100,328700,333400
21046,Columbia,MD,Howard,341600,339900,341200,337000,332600,334600,334000,336800,339600,343200,343100,341900,343000,342800,342700,348600
21047,Fallston,MD,Harford,331700,340000,346700,349100,352100,350200,348600,349300,351300,356100,353900,359200,354200,357000,365000,359700
21048,Finksburg,MD,Carroll,310000,317300,322400,325100,325300,325300,325900,329100,330000,330000,329300,327400,328500,328600,335700,344400
21050,Forest Hill,MD,Harford,307800,314700,319900,320300,320800,322000,323400,328000,330500,333200,332100,335800,327200,330600,338900,334100
21053,Freeland,MD,Baltimore,341100,347200,347000,348800,346600,339900,346300,353300,353900,363400,354700,356700,359400,358400,357000,350900
21054,Gambrills,MD,Anne Arundel,362500,366000,369000,374000,376600,382300,383400,382500,377900,381800,385800,387400,382200,383000,386200,385900
21057,Glen Arm,MD,Baltimore,401800,407000,413300,408200,404500,406100,409800,419700,424100,427500,422200,428400,428700,425000,424900,427800
21060,Glen Burnie,MD,Anne Arundel,228700,227800,227500,228500,228800,233600,236500,235200,236400,240000,243500,248600,247800,246200,247800,249400
21061,Glen Burnie,MD,Anne Arundel,228600,226500,228000,230900,232400,233400,233000,231300,231800,235800,238400,243800,243300,243300,245100,247600
21074,Hampstead,MD,Carroll,244200,249100,255200,254100,252900,252000,251400,253300,256700,262200,264500,265100,266000,266100,269300,270300
21075,Elkridge,MD,Howard,323800,322100,327000,326400,323900,328200,328200,331500,335500,336700,334500,333200,335400,338100,340000,341600
21076,Hanover,MD,Anne Arundel,352100,352000,355300,356900,356500,361100,360500,358800,357300,360400,361800,365900,363700,365400,367900,367700
21078,Havre de Grace,MD,Harford,235500,238700,241300,237300,235200,236600,236500,240100,241900,245300,245900,249400,246900,246300,250500,249700
21084,Jarrettsville,MD,Harford,315100,321500,327800,327400,326200,327500,327200,332500,335600,340300,336800,341500,334300,335400,343600,343100
21085,Joppa,MD,Harford,214500,213700,217100,217600,216500,216900,215300,212500,213600,216000,216300,222600,220100,224800,229800,226400
21087,Kingsville,MD,Baltimore,324900,331800,344400,351200,352900,349100,352000,359000,356900,358700,351500,350900,354300,359300,360200,357100
21090,Linthicum Heights,MD,Anne Arundel,274100,271600,270200,267100,264900,268200,269700,273400,276600,283700,281300,284900,283000,283800,286000,286500
21093,Lutherville Timonium,MD,Baltimore,328100,335100,340000,339500,339300,338300,338600,342900,346100,353400,357300,367600,368500,365000,364800,361400
21102,Manchester,MD,Carroll,267300,277300,282600,285700,283900,284500,286100,286100,287300,288300,289500,284700,283800,282800,288200,293900
21104,Marriottsville,MD,Howard,463500,464400,467500,465100,461700,468500,475900,485200,484700,481900,480300,479000,484900,490300,494700,494600
21108,Glen Burnie,MD,Anne Arundel,372600,374100,382400,390900,390600,398400,395200,392700,389800,398000,402900,406500,404700,404200,402600,406500
21111,Monkton,MD,Baltimore,414600,425000,432700,437600,437000,437300,440000,439900,437600,442400,434800,443200,440600,437000,440400,439600
21113,Odenton,MD,Anne Arundel,280100,279800,281500,282500,282200,282800,284300,283100,284900,291800,294400,298500,295400,294000,295700,297100
21114,Crofton,MD,Anne Arundel,325600,325700,327100,330100,329400,331700,334800,335000,333200,338700,338700,343000,341100,339000,343500,340600
21117,Owings Mills,MD,Baltimore,227600,229800,233400,233100,232200,230900,230100,233100,234500,236400,236400,240500,241000,240800,241700,241200
21120,Parkton,MD,Baltimore,390000,394200,397500,406200,411500,409600,411100,416700,421000,420600,410600,418000,417900,417300,419700,421200
21122,Pasadena,MD,Anne Arundel,277400,277600,279500,281100,282500,288300,288900,283700,283200,289300,292900,308400,305500,303000,305900,304100
21128,Perry Hall,MD,Baltimore,291000,294700,298000,295000,289300,292000,298900,305900,306800,303500,300300,304000,303600,303900,304000,303900
21131,Phoenix,MD,Baltimore,463400,481000,493800,489600,486200,482800,478100,485400,485100,483900,480900,490800,490700,483300,481000,479300
21132,Pylesville,MD,Harford,300800,309000,315400,313200,309500,311600,312900,320200,323900,333200,337000,343500,335000,333000,338000,330400
21133,Randallstown,MD,Baltimore,194200,202300,207400,207000,207400,208800,210300,216800,220900,225400,226700,229900,233100,233000,235700,236400
21136,Reisterstown,MD,Baltimore,229100,235300,239100,240900,238900,237000,236400,240800,245900,250700,252000,255300,254700,253800,255500,255200
21140,Riva,MD,Anne Arundel,394400,398400,406600,408300,413800,425600,423200,419500,422800,427300,436100,476100,457000,448900,445500,435200
21144,Severn,MD,Anne Arundel,315300,314700,315500,321300,322300,324000,326400,326000,324800,331200,333300,337900,337100,337600,341300,341800
21146,Severna Park,MD,Anne Arundel,447300,444900,447900,449600,455100,463300,457400,458000,459000,467200,469800,490400,483900,483400,491900,488400
21152,Sparks Glencoe,MD,Baltimore,310300,317400,319800,320500,320400,317300,316900,322300,322900,324100,323500,327500,324800,321700,324100,317400
21154,Street,MD,Harford,284500,289300,298400,297900,296800,298400,296800,303900,310000,319000,322700,330900,325000,325400,329500,319300
21155,Upperco,MD,Baltimore,262800,271100,281400,287800,289800,286900,288100,291600,297600,296600,294400,301100,298700,302600,302600,292100
21157,Westminster,MD,Carroll,265500,271000,273700,273600,273800,274100,274800,276000,276200,278500,279600,278500,279100,280000,285800,289700
21158,Westminster,MD,Carroll,266300,273800,277800,281400,282800,283300,286300,286200,285100,284600,284300,282000,280600,279700,284100,285400
21160,Whiteford,MD,Harford,230700,235900,238800,236300,233300,233600,235100,239800,243500,252700,256700,264700,261700,265300,268500,265700
21161,Whitehall,MD,Harford,321000,327100,332000,332900,332700,333200,339700,343400,346200,348800,343900,348800,343500,346500,351900,347700
21162,White Marsh,MD,Baltimore,309600,312000,320500,321000,319500,321000,329000,340100,339300,336800,334000,338600,336200,329500,327100,328800
21163,Woodstock,MD,Howard,425700,428800,434400,438700,438200,436400,440700,444300,450100,452500,458800,462500,465500,471100,469000,465500
21201,Baltimore,MD,Baltimore City,173000,172900,165700,160000,161200,163600,169200,169000,168900,171800,180900,185600,185700,186800,179300,179900
21202,Baltimore,MD,Baltimore City,145400,144600,131200,125700,125000,125000,133700,137200,139500,146400,147200,154800,158600,147700,164800,164200
21204,Towson,MD,Baltimore,379800,388700,396900,403000,408600,407200,408400,414100,419800,424500,418900,425500,423300,419300,425500,424400
21205,Baltimore,MD,Baltimore City,41400,42500,42100,44900,46200,45900,42400,43200,43000,45300,49200,48300,46200,46300,51900,54400
21206,Baltimore,MD,Baltimore City,124500,128800,127400,128300,132200,133900,136100,139600,139600,139500,138100,136300,140400,138900,143100,141500
21207,Lochearn,MD,Baltimore,161400,166000,167700,168600,169400,169600,169400,170500,171900,174100,177200,181400,185200,187100,190500,194900
21208,Pikesville,MD,Baltimore,198200,205700,213300,218500,218100,220500,222400,225100,228400,229700,230400,235600,236400,234600,236100,235300
21209,Baltimore,MD,Baltimore City,282500,290900,295700,294200,296700,299500,300200,300900,302200,306100,307200,316200,319800,316300,318500,313200
21210,Baltimore,MD,Baltimore City,350300,364900,364200,359300,364700,372700,374300,371000,370900,373200,373300,392300,394400,375200,375100,368400
21211,Baltimore,MD,Baltimore City,172700,177300,179000,180400,185500,194900,195800,192500,192700,196500,193500,196700,210000,203100,208900,208900
21212,Baltimore,MD,Baltimore City,219900,228400,231600,228300,232500,237400,240200,234600,233500,234600,233200,234500,242600,240200,240800,241900
21213,Baltimore,MD,Baltimore City,51900,50600,49500,49300,50900,53200,52100,51300,51500,50500,50900,50100,50600,50500,55400,55500
21214,Baltimore,MD,Baltimore City,166400,169200,163700,160100,160000,164300,166500,167200,166000,168000,168600,169100,174500,165600,170800,169900
21215,Baltimore,MD,Baltimore City,85100,85500,85000,83800,81700,83200,82800,84000,88700,92000,94200,97800,100300,99500,105000,101000
21216,Baltimore,MD,Baltimore City,56100,56100,53500,52600,53100,53200,51500,53100,56800,58500,58600,57400,57500,59500,64000,64500
21217,Baltimore,MD,Baltimore City,58300,56700,52900,49500,47700,48500,50500,56600,61600,63800,62600,59600,61100,58600,60100,59100
21219,Edgemere,MD,Baltimore,221600,225600,231000,233900,234500,230400,230900,237300,236600,233300,232400,242200,244200,241300,238400,234200
21220,Middle River,MD,Baltimore,182900,187300,189900,190900,190900,192200,193000,195200,196700,197500,197800,204300,203300,201400,202400,202300
21221,Essex,MD,Baltimore,165000,168100,169900,169900,169400,172400,171000,170600,171600,173600,174800,180300,179400,180200,182200,185000
21222,Dundalk,MD,Baltimore,119100,119800,122600,125000,127700,130100,131300,132800,133600,134400,133700,137400,139100,138000,139500,140200
21223,Baltimore,MD,Baltimore City,46000,46100,44900,42600,42800,42900,42400,43500,44200,44000,45800,46100,45100,45200,48000,48400
21224,Baltimore,MD,Baltimore City,151200,155300,153700,154900,159600,162200,165900,168000,169000,169700,172800,175900,186400,186000,189400,193300
21225,Brooklyn Park,MD,Anne Arundel,125900,123900,122100,122500,124100,126000,125500,126400,126900,128300,130300,130700,130800,133500,134500,135300
21226,Baltimore,MD,Baltimore City,208800,208600,205200,199400,194400,196600,201800,202000,205600,209800,215900,220100,216600,215300,213100,218300
21227,Halethorpe,MD,Baltimore,188100,190100,190400,189500,187600,187300,186600,188400,189700,189500,189700,194100,196400,196800,198300,197000
21228,Catonsville,MD,Baltimore,263200,265500,265500,267100,266500,264000,266200,268400,273400,278200,275700,282200,283300,282000,284600,282900
21229,Baltimore,MD,Baltimore City,102200,104000,98900,97500,100300,99900,104700,106200,106000,106800,106300,108200,111500,110000,112500,109600
21231,Baltimore,MD,Baltimore City,245700,246000,236200,225600,230800,240300,242700,245600,244400,241100,239400,240700,254500,257100,269200,271500
21234,Parkville,MD,Baltimore,185800,188200,190400,191100,191800,193400,195700,198300,198600,198200,198600,201000,202600,201600,202000,201200
21236,Nottingham,MD,Baltimore,214100,217100,219400,221500,222000,222900,224200,225200,225100,226200,225300,228600,229200,228600,229800,230300
21237,Rosedale,MD,Baltimore,179400,184700,187300,188300,186600,185700,184500,186200,189800,190700,196400,199500,202900,205100,205300,206300
21239,Baltimore,MD,Baltimore City,127000,127500,125400,124800,125300,133200,135600,135000,133200,132200,131600,132800,141700,141300,145500,149800
21244,Windsor Mill,MD,Baltimore,174200,175700,176900,177100,177300,177600,176900,180900,183900,190400,192500,195800,196500,196800,200200,199900
21286,Towson,MD,Baltimore,274600,280400,286900,285800,285800,288200,290600,296600,298600,298800,294800,300200,307300,307700,309300,307600
21401,Annapolis,MD,Anne Arundel,380200,384500,386300,387800,388400,391000,389100,390000,386900,393800,399900,408600,403700,403200,405400,403300
21403,Annapolis,MD,Anne Arundel,374100,374100,372900,375000,376800,378500,379100,381900,379700,385500,386400,396000,391900,392500,397000,396000
21405,Annapolis,MD,Anne Arundel,779100,754100,776500,793300,799100,807700,803500,799900,787000,787000,790100,782100,761000,777900,772300,765700
21409,Annapolis,MD,Anne Arundel,373400,373600,379100,379700,380700,381700,379800,381000,378500,385100,387800,393500,390700,389300,392800,393800
21502,Cumberland,MD,Allegany,72100,73000,73100,74500,75100,73800,73100,74300,74700,75600,74800,72100,73100,73800,75300,74500
21520,Accident,MD,Garrett,125000,125300,131900,131800,132700,136200,138400,135100,133600,134100,134300,139100,139500,138900,141300,144500
