zip_code,city,state,county,s2014_03,s2014_06,s2014_09,s2014_12,s2015_03,s2015_06,s2015_09,s2015_12,s2016_03,s2016_06,s2016_09,s2016_12,s2017_03,s2017_06,s2017_09,s2017_12
1001,Agawam,MA,Hampden,177800,176600,177100,175800,177900,181300,181700,183200,183600,185500,189100,193200,195300,197600,200800,204200
1002,Amherst,MA,Hampshire,295700,291100,305300,309300,307000,303000,300100,301600,303600,304700,305200,311500,313600,318700,316700,322100
1005,Town of Barre,MA,Worcester,175200,177800,183800,184600,185000,190800,194800,202100,206600,208400,213900,223300,225700,219000,220800,223100
1007,Town of Belchertown,MA,Hampshire,248600,244800,256900,254400,250100,251400,250600,255500,258600,260100,259400,263100,264100,264900,264600,265700
1008,Blandford,MA,Hampden,214800,212000,215500,211600,214300,219300,218700,220700,220400,218300,216100,215500,217100,222300,227600,230000
1010,Brimfield,MA,Hampden,227500,224600,224500,219900,224100,225600,228900,234100,234600,235300,236400,239100,238700,245300,248900,247800
1011,Chester,MA,Hampden,170400,164800,161100,152300,153200,156900,159200,169400,175100,175900,170600,167400,167400,169000,174900,177500
1013,Chicopee,MA,Hampden,151600,151300,151200,149600,152500,157200,158800,160200,160500,162200,163900,165700,167700,170900,172600,174600
1020,Chicopee,MA,Hampden,159900,161300,162300,162200,166500,168600,168300,168500,167900,169900,171300,172800,175200,178400,182500,183900
1022,Chicopee,MA,Hampden,109400,110700,112300,109500,110600,111400,107500,106200,106300,105800,109200,113200,112500,112800,112400,113900
1026,Cummington,MA,Hampshire,228400,221500,229700,230100,231200,228900,229100,234000,237400,238800,234400,232700,230700,229000,227700,231200
1027,Easthampton,MA,Hampshire,226700,221000,229600,228400,225000,223600,223000,223900,225800,229100,229700,232100,237000,240000,238600,244500
1028,East Longmeadow,MA,Hampden,227900,228400,228500,225800,228500,230800,233900,238900,238500,237500,234800,236800,238000,240200,246900,251900
1030,Agawam,MA,Hampden,210700,212200,214800,212400,216100,220700,219000,221800,224000,224600,227800,228700,230900,235000,237000,238000
1033,Town of Granby,MA,Hampshire,207600,202000,207900,210800,210700,212700,212400,212500,216000,221600,225200,227000,231600,234000,233600,236700
1034,Tolland,MA,Hampden,244100,246100,244200,241200,246000,249000,249200,251900,252100,252400,252800,256000,255700,255500,261000,259000
1035,Hadley,MA,Hampshire,302100,294200,310300,313600,312100,308200,303800,306600,307400,308200,311500,318000,318200,322500,320900,322300
1036,Hampden,MA,Hampden,243800,243800,241700,237000,240800,245600,247300,250400,248800,248300,251400,255800,257900,261100,266900,271400
1038,Town of Hatfield,MA,Hampshire,283000,276200,285300,291700,289700,288300,283000,286600,287800,287100,286700,287300,292200,300400,303100,304200
1040,Holyoke,MA,Hampden,161300,161700,162100,161000,164100,166300,167100,171700,174200,176300,174600,173900,174600,178600,183400,185500
1050,Huntington,MA,Hampshire,197800,192800,200700,206800,207300,208400,210500,211600,210500,203500,201200,202700,207600,215100,218400,220100
1053,Northampton,MA,Hampshire,242400,236500,247800,246800,248000,249100,244200,250100,252900,253400,252500,251800,251700,255000,254000,258000
1054,Leverett,MA,Franklin,305600,307300,309500,304400,304400,309100,304500,296300,295400,292800,298200,307400,314400,312900,313100,314900
1056,Ludlow,MA,Hampden,196000,192100,189600,186200,189500,195400,198900,202100,201300,201200,204400,205700,208000,211000,213500,216400
1057,Monson,MA,Hampden,219100,218500,219300,213600,216500,219400,219100,220400,221700,222400,220100,220600,223500,228700,232800,238900
1060,Northampton,MA,Hampshire,252500,249000,261000,258700,258900,259700,260200,262400,267100,269700,273500,276100,275600,279700,278700,284300
1062,Northampton,MA,Hampshire,242400,238400,253300,252400,250000,251200,246800,250100,255100,257600,262700,265900,266900,269700,269500,274300
1068,Oakham,MA,Worcester,236600,234700,240600,247700,246000,245600,246900,252300,250500,251900,257600,268300,275300,278100,279100,284300
1069,Town of Palmer,MA,Hampden,168400,168000,170100,168800,172200,175200,175000,175300,175200,173900,171400,171600,172700,175600,183000,191400
1071,Russell,MA,Hampden,195600,190700,188200,185700,189900,205200,211700,212100,213600,208800,211600,214500,217100,220600,228900,230800
1072,Shutesbury,MA,Franklin,226100,226300,221600,220000,223400,224900,223000,224000,226000,225900,228000,231800,232900,233700,236700,239100
1073,Southampton,MA,Hampshire,258600,251700,262800,261400,261000,261800,261400,264600,267800,272200,268700,273600,283600,291400,297100,297500
1075,South Hadley,MA,Hampshire,196200,192800,199400,199300,197500,200300,201500,205000,205600,210000,212600,215600,217700,219300,220500,224100
1077,Southwick,MA,Hampden,217200,216300,219300,217300,219600,226000,225600,227600,228900,227800,229200,234100,235200,236400,239200,239100
1080,Three Rivers,MA,Hampden,154800,158600,159400,156500,156500,159900,160100,161500,161900,161500,159500,160800,163200,167500,175100,177400
1081,Wales,MA,Hampden,169800,174100,180500,178600,179000,180500,179900,182600,181900,182100,183100,186700,185100,186100,193400,195500
1082,Town of Ware,MA,Hampshire,175200,170600,176200,177200,175500,180400,179300,181200,184500,187200,187700,187900,188000,187700,191800,197200
1083,Town of Warren,MA,Worcester,167100,168300,172600,176300,174900,176900,174300,177100,183700,189200,189600,189700,188900,190400,195100,200400
1085,Westfield,MA,Hampden,204500,205000,205100,204800,208400,211300,212700,215400,215700,217800,219200,220700,221300,222300,224800,227100
1089,West Springfield,MA,Hampden,190500,188100,189200,188400,191100,194700,195300,198700,199900,201900,205400,208600,209900,210100,211400,213600
1095,Town of Wilbraham,MA,Hampden,257900,254500,253900,247800,251600,258000,260600,266000,263300,266100,269200,273800,275200,278300,280700,281300
1096,Williamsburg,MA,Hampshire,229100,225700,232800,234000,236800,236000,236000,240200,243200,243700,241700,239000,238600,240800,239700,243200
1098,Worthington,MA,Hampshire,233000,229000,234400,235500,236300,235600,233700,240600,242900,241600,240500,239000,239800,239700,239900,241900
1104,Springfield,MA,Hampden,111400,110100,111800,112200,113600,114200,114800,116000,116100,117800,120200,123300,125600,131400,135600,137900
1105,Springfield,MA,Hampden,90600,90200,92400,88700,90600,91200,93900,98000,99800,99300,98500,99600,98400,102200,111300,111100
1106,Longmeadow,MA,Hampden,308100,310000,312000,310100,315900,318800,319200,320200,321800,323300,324200,327400,327800,329000,329700,332000
1107,Springfield,MA,Hampden,116500,116200,117800,115400,117100,120400,121900,122800,123100,125500,128300,132100,134200,138300,139800,141000
1108,Springfield,MA,Hampden,125200,125900,124200,122900,124500,126500,127100,129800,132100,135300,139500,140800,142100,144800,148500,151900
1109,Springfield,MA,Hampden,104500,106800,110100,110400,112700,112700,112500,111800,111500,113500,115700,118500,121700,126800,131000,133700
1118,Springfield,MA,Hampden,144700,142900,143100,142900,146200,148300,149000,150800,152100,154300,158200,159000,159700,163000,165300,168200
1119,Springfield,MA,Hampden,130000,129800,130400,128700,130900,133500,134100,136900,138700,143300,147700,149200,149700,149300,151800,153700
1128,Springfield,MA,Hampden,153200,158000,160000,157800,158000,161000,160700,163900,164400,166200,167700,169700,172700,175700,178300,181500
1129,Springfield,MA,Hampden,145400,145200,145500,145100,147400,148700,149900,151400,151800,155600,158100,158400,159100,160800,162300,164000
1151,Springfield,MA,Hampden,110300,109900,111500,112600,114200,115500,115200,114600,114500,115600,119600,125500,128100,131700,134700,133700
1201,Pittsfield,MA,Berkshire,144000,144900,143300,142700,143200,145500,148600,149200,149200,149400,153600,154100,155500,155800,156000,158000
1220,Town of Adams,MA,Berkshire,127400,128700,128700,129700,130100,128900,131100,131400,130700,134200,136200,133600,133200,131300,131900,132000
1223,Becket,MA,Berkshire,207700,208100,208200,207700,212200,207500,210600,212600,214500,217700,223400,226900,224300,220900,218300,213000
1225,Cheshire,MA,Berkshire,177700,179200,181900,182400,183100,186200,191500,191500,190600,190500,190800,190400,188900,193300,193400,193300
1226,Dalton,MA,Berkshire,166200,166800,164100,162300,164200,164900,169200,171000,172900,175900,178600,177400,175900,178900,179100,178200
1235,Hinsdale,MA,Berkshire,183600,183600,185400,186300,189200,189000,192400,193300,193400,198600,202100,203900,202000,203100,205000,202200
1237,Lanesboro,MA,Berkshire,202700,206200,204400,203700,204100,200200,202100,202600,202200,204800,206500,210200,213800,213600,213800,214800
1238,Town of Lee,MA,Berkshire,227700,226800,222400,220500,220400,217700,220300,217100,216800,220500,221400,223900,221700,221400,225300,227800
1240,Town of Lenox,MA,Berkshire,317600,324500,325700,319700,323600,320200,320000,324900,325700,326000,322300,320800,317900,312800,318300,317800
1245,Monterey,MA,Berkshire,401900,408200,411100,413300,418300,416600,412200,403700,408400,398800,402300,412800,417900,434300,443100,444500
1247,North Adams,MA,Berkshire,128700,130600,130300,130900,132400,129400,130100,131100,131100,130600,131700,128800,127800,128900,130700,131900
1253,Otis,MA,Berkshire,274400,271100,272700,279800,286300,287900,288400,287600,291400,300200,294400,290700,291400,288400,290200,294300
1254,Richmond,MA,Berkshire,350900,353500,344000,337600,341600,340800,339900,334900,334100,342800,351200,350200,331200,324300,338200,351500
1255,Sandisfield,MA,Berkshire,248700,251500,252700,255800,257100,256800,256900,258700,260800,258500,260400,257100,255300,259200,259000,259600
1257,Sheffield,MA,Berkshire,260600,260300,255900,259600,264600,261100,251500,254800,260500,261200,267600,258800,253500,253000,252600,257800
1262,Stockbridge,MA,Berkshire,369100,371600,377500,382400,384000,396200,389900,375400,375600,384400,384600,384000,382400,369700,366800,366200
1266,West Stockbridge,MA,Berkshire,371200,369400,362600,358100,358700,370500,369200,358000,367300,381300,388300,388100,380200,373900,388900,385900
1267,Town of Williamstown,MA,Berkshire,276700,271900,269700,266500,269500,270300,270500,275000,276900,276200,273200,266400,262200,261000,258500,258100
1270,Windsor,MA,Berkshire,178700,178800,181800,185200,189400,189100,189900,190700,186800,192600,199000,197700,192600,199300,201000,196100
1301,Town of Greenfield,MA,Franklin,169100,168200,168500,167700,168900,172700,172300,172900,173600,172800,172600,172300,171700,171600,172000,173400
1330,Ashfield,MA,Franklin,237700,239200,238400,236300,231800,240200,244500,247300,248600,245600,241500,247100,245000,248900,252800,248400
1331,Town of Athol,MA,Worcester,131400,129700,129500,134500,134500,135200,135100,134500,135800,139700,142100,149300,150400,153600,157900,160300
1337,Bernardston,MA,Franklin,203200,201700,198500,201200,200900,204900,206200,203600,202800,201000,199900,204200,209300,211300,211800,212200
1338,Shelburne Falls,MA,Franklin,209600,207300,201900,203600,203400,209000,211100,208700,207700,205300,209100,212800,216000,220000,221200,225400
1339,Charlemont,MA,Franklin,195400,198000,199400,201600,199400,206400,207400,206300,204500,203800,207700,216000,222300,220900,218300,217700
1340,Colrain,MA,Franklin,177000,177000,180100,181200,178400,185900,189300,191300,187800,187600,186800,190200,196900,197200,199500,198000
1341,Conway,MA,Franklin,269300,266900,263400,259300,259500,266700,266500,271300,268900,269500,270300,269900,272900,270200,270200,271300
1344,Erving,MA,Franklin,171100,168600,165400,160600,161400,167300,170300,174400,176900,175100,174100,174700,173100,172000,172700,175800
1351,Montague,MA,Franklin,201800,200000,198700,201200,202600,206600,207700,206200,204500,202000,204300,210200,213200,218200,220200,220800
1354,Gill,MA,Franklin,199100,198200,197500,200700,201700,203300,202000,199900,200200,199200,199900,204600,210900,213000,213000,213700
1360,Town of Northfield,MA,Franklin,207100,204100,200800,203600,203700,207100,207700,204800,203700,203700,203300,206700,211600,213800,213100,214900
1364,Town of Orange,MA,Franklin,133800,136700,136800,137900,133900,142300,139300,138100,136400,135700,141500,145300,150800,150500,151300,151100
1366,Petersham,MA,Worcester,232000,227400,227400,236300,237400,240900,244600,250000,248600,253100,259700,271800,277300,280800,283500,278200
1368,Royalston,MA,Worcester,167500,162400,158000,163800,168100,169500,166400,169900,170600,173500,178800,180800,181500,186300,193300,194600
1370,Shelburne,MA,Franklin,225200,225300,220300,212500,213100,219400,220400,221600,224500,224500,224900,230000,232800,232500,239500,242200
1373,South Deerfield,MA,Franklin,236600,238000,236500,235700,232800,239300,239500,243100,248700,248800,251600,254000,254900,256900,259000,260000
1375,Sunderland,MA,Franklin,260200,261300,261700,262100,264100,270500,271700,273500,275300,276200,277400,281600,289100,287600,288700,289900
1376,Turners Falls,MA,Franklin,161200,162500,162900,158400,157400,158400,160900,166200,169300,167600,166000,165700,166400,164500,165500,166200
1420,Fitchburg,MA,Worcester,148600,148000,151400,156200,156300,157700,157800,159400,159700,162500,167400,174100,178300,182200,186300,189600
1430,Ashburnham,MA,Worcester,203800,205700,206600,209300,205200,207000,206700,212300,213400,220300,224700,231000,234400,236600,241000,241100
1431,Ashby,MA,Middlesex,199400,209000,215000,218800,220400,219700,223900,221200,223900,227200,235500,245800,253400,261100,268300,266500
1432,Town of Ayer,MA,Middlesex,249600,253300,259400,261100,261300,265500,274500,274100,280900,281900,283700,282300,284900,288000,287700,293100
1440,Gardner,MA,Worcester,144800,142900,145500,149700,150200,152800,154800,156900,158300,160700,162100,167500,171600,174000,176200,179300
1450,Groton,MA,Middlesex,392300,400600,415700,418200,419400,428200,432200,432400,430600,431800,439200,447400,454300,457500,458100,463900
1451,Harvard,MA,Worcester,506900,507100,511800,536500,539700,542500,539900,541600,537200,547400,566000,607400,603000,603800,608400,583200
1452,Hubbardston,MA,Worcester,219100,216700,217100,222000,222300,224900,226400,235500,241300,245600,248600,250500,251600,253600,261200,266500
1453,Leominster,MA,Worcester,198800,200500,202800,204100,203300,204800,207900,214500,215900,218500,223800,228300,230700,233900,240900,244200
1460,Littleton,MA,Middlesex,390900,398800,397800,399100,399300,405700,416400,424400,423500,423200,427100,432600,447700,458500,463600,470300
1462,Town of Lunenburg,MA,Worcester,242400,240300,245000,252200,252200,255500,258400,262200,260800,265500,267400,273700,279900,282400,290400,297400
1463,Town of Pepperell,MA,Middlesex,275700,282400,289800,289000,286800,292000,298500,306600,305700,306600,307700,309400,322200,327900,333600,340300
1464,Town of Shirley,MA,Middlesex,265100,270100,269600,269200,272700,280200,288400,293300,294700,290700,285500,284000,290900,301600,311200,314300
1468,Templeton,MA,Worcester,169600,169500,173000,176100,174800,174700,175900,179600,181800,187200,189100,193800,196100,198200,204100,207700
1469,Town of Townsend,MA,Middlesex,220000,225200,226600,223600,227100,231600,238400,242900,243200,243500,248700,254100,262800,268000,272400,272700
1473,Westminster,MA,Worcester,222600,219700,220200,226000,226000,228200,230600,237400,243800,249300,252400,257500,259900,265000,273900,276900
1474,Town of Townsend,MA,Middlesex,226200,234300,237500,233600,233000,236500,245300,248400,249700,245400,246800,255500,264300,269700,277300,280600
1475,Town of Winchendon,MA,Worcester,166200,161200,162400,168100,171000,171400,169700,171900,171900,175300,177100,178500,179200,188100,197100,200000
1501,Auburn,MA,Worcester,212200,214000,215800,223900,224600,222700,221900,226200,225700,231600,235700,238800,241700,244400,249900,253200
1503,Berlin,MA,Worcester,328700,328700,332300,342900,346400,350400,348500,358100,362500,372100,378500,382800,389200,387900,395000,399100
1504,Blackstone,MA,Worcester,221200,223200,226700,234100,236800,239200,242300,250400,252700,255000,256300,261500,264000,268700,277100,278700
1505,Boylston,MA,Worcester,310000,303800,302700,313700,317200,322500,324800,330100,333100,340800,341500,350900,355000,358400,367400,369500
1506,Brookfield,MA,Worcester,181700,184800,187900,197500,202300,204800,207400,210300,211400,213300,219100,219200,212700,214800,218100,212700
1507,Charlton,MA,Worcester,248900,250700,254100,260300,261100,260900,261300,268100,269300,277100,281800,285100,288100,288100,291600,297400
1510,Clinton,MA,Worcester,207500,207800,210800,217800,219200,218900,217000,219000,220100,227000,234400,237900,245500,248100,253000,262200
1515,Town of East Brookfield,MA,Worcester,179900,181200,183400,192000,196800,199300,201600,206800,208300,211400,214700,217200,223100,225100,229200,234500
1516,Douglas,MA,Worcester,265500,267800,268700,272700,272300,271800,274500,283000,284800,288300,292200,300600,300500,303000,312400,315800
1518,Fiskdale,MA,Worcester,260400,263300,264500,274500,274700,273700,272200,277400,277800,282000,287100,294300,298600,301100,308500,310900
1519,Grafton,MA,Worcester,338500,334700,335300,347900,352000,356100,356700,361400,365400,369200,366900,372700,378800,393400,410600,414000
1520,Holden,MA,Worcester,246400,242800,245800,252700,253600,258300,261600,265400,267800,273400,278300,284700,285700,289300,294700,299800
1521,Town of Holland,MA,Hampden,185800,191700,196700,193900,196600,196100,194000,195300,195000,193300,191800,192700,196800,201700,211300,218100
1522,Holden,MA,Worcester,244500,243600,244900,251000,250300,253800,256900,261400,263500,267800,270500,280000,283200,286100,292000,297200
1523,Lancaster,MA,Worcester,274600,268700,269300,274300,275700,282600,288600,293200,288500,296500,299500,305000,310900,312900,316100,318700
1524,Leicester,MA,Worcester,205700,208800,211600,218800,218500,219800,218300,220300,220500,226700,235800,241600,244700,244500,249600,251600
1527,Millbury,MA,Worcester,223200,222700,226500,235600,235600,239300,239200,242600,241900,244700,250600,257800,263700,266600,270700,273500
1529,Millville,MA,Worcester,243400,243400,247000,251800,251200,253600,256900,263400,267200,273100,276300,283900,290000,294200,304600,307800
1532,Town of Northborough,MA,Worcester,340300,336800,338300,350900,353000,362800,367500,374400,378200,383500,389100,395800,401200,407800,415800,422000
1534,Northbridge,MA,Worcester,278700,275000,277600,285900,286800,294600,293500,299800,298200,307100,312600,318000,319300,322300,327700,332900
1535,Town of North Brookfield,MA,Worcester,182600,182400,183500,187500,188400,196300,201000,207100,207100,206400,210100,208900,208400,215300,220700,226400
1536,Grafton,MA,Worcester,265700,265000,264000,271000,272100,278800,279800,287100,288500,292600,294500,299200,303300,305600,313400,319500
1537,Town of Oxford,MA,Worcester,166200,166600,173600,175800,176400,178600,178500,182600,184600,186400,183400,183800,188600,191600,199500,203700
1540,Town of Oxford,MA,Worcester,201600,202600,202200,206200,205600,206800,207000,213300,214300,217300,221500,228000,230600,231800,235200,237400
1541,Princeton,MA,Worcester,311700,308300,311700,319700,319100,323500,324500,324800,322900,331000,337300,348800,355100,354800,362700,367800
1542,Leicester,MA,Worcester,218900,219300,218400,225900,227100,228000,227600,230300,229800,237600,244500,246200,247600,247700,251200,252600
1543,Town of Rutland,MA,Worcester,243300,238300,245100,251900,252900,254700,256900,262000,262800,269800,272500,277000,281300,283600,286700,291400
1545,Shrewsbury,MA,Worcester,327500,325000,326300,337100,339900,343800,341800,350200,351100,358800,372500,381600,388400,392400,396800,400400
1550,Town of Southbridge,MA,Worcester,154200,153500,155300,160500,162100,163400,163500,164400,163500,165200,170200,174100,176400,178500,182800,188300
1560,Grafton,MA,Worcester,294500,299100,303900,317700,318900,316700,314900,319800,319300,324000,325800,331800,338500,338100,346600,352900
1562,Town of Spencer,MA,Worcester,191000,192400,199200,207700,206900,208800,209500,213200,214000,217600,219800,223900,227600,228500,233300,237300
1564,Sterling,MA,Worcester,274900,271700,275000,283100,282200,283000,285600,295600,297800,307900,313700,323900,324500,322900,325500,326800
1566,Town of Sturbridge,MA,Worcester,232800,232400,236700,246400,245900,248000,247600,251900,250000,250000,254200,260200,266900,270600,275000,279000
1568,Upton,MA,Worcester,364500,358900,358800,371300,373100,375200,377800,386700,389100,394800,399700,406600,409900,417900,427700,426900
1569,Uxbridge,MA,Worcester,251100,251700,254900,260600,260900,264500,268900,275300,275300,281900,286900,293500,295100,295900,302200,307000
1570,Town of Webster,MA,Worcester,198000,201400,205000,209600,205100,209000,210400,214700,214500,217600,222800,228500,231200,231500,237700,238100
1571,Dudley,MA,Worcester,211700,210400,212100,217800,217000,219900,224600,230000,230200,233000,236700,240600,243700,247300,252700,253300
1581,Westborough,MA,Worcester,389100,386300,396200,409400,411000,417600,417100,425000,425100,433800,441300,451100,454800,460000,467800,472900
1583,West Boylston,MA,Worcester,237700,235600,240600,248200,246700,247100,246000,251800,253500,256300,260900,268400,273700,277600,282200,283100
1585,Town of West Brookfield,MA,Worcester,190500,195100,195900,200600,200800,203000,205900,210300,209200,213500,221300,227500,229600,225700,229600,234200
1588,Whitinsville,MA,Worcester,220100,218200,222700,231300,233300,236400,238000,239300,240200,241100,243400,249000,251800,258500,266600,272400
1590,Sutton,MA,Worcester,308900,304700,306700,318400,319500,324300,326300,330800,330600,334600,340100,347400,352900,355300,363500,369300
1602,Worcester,MA,Worcester,187700,188000,192800,198000,197800,200900,204400,209000,208900,214100,217800,223500,227400,230700,237800,242600
1603,Worcester,MA,Worcester,148200,149100,153000,159300,160500,161700,160200,160000,159600,162500,166800,171500,173400,174300,181400,185200
1604,Worcester,MA,Worcester,167700,165600,169500,176700,178600,179700,180100,186400,187800,192600,194900,193600,197200,205200,211900,214800
1605,Worcester,MA,Worcester,176700,175900,178900,186500,188100,192600,194800,198600,198900,204300,209700,213000,214500,216800,221700,227500
1606,Worcester,MA,Worcester,181600,179300,183600,190500,190700,196100,198400,202900,202200,208200,213300,216100,219100,221900,225300,230000
1607,Worcester,MA,Worcester,152200,153000,155200,163000,165800,168800,167400,171000,169000,167900,172600,173000,174500,179000,184200,185200
1609,Worcester,MA,Worcester,247000,247100,252200,259100,260700,262900,261700,269000,269400,274300,279500,283600,286400,288900,292800,295400
1610,Worcester,MA,Worcester,128400,125000,125800,134600,137500,142700,140500,139400,139100,145400,150600,150300,150200,151500,157800,158900
1611,Leicester,MA,Worcester,174500,173900,174700,183000,182700,189200,187800,192700,196000,201300,210100,215100,219000,218900,222300,223100
1612,Paxton,MA,Worcester,255400,254400,258800,263600,263700,265500,264500,272900,275300,280300,286800,292300,293300,295100,298900,305000
1701,Framingham,MA,Middlesex,327100,333800,334400,336000,341100,349700,356700,366000,368600,371200,376600,383000,392800,401100,404700,401700
1702,Framingham,MA,Middlesex,246900,256700,260300,263900,261500,269300,278000,286900,292500,298000,303900,312100,320800,326500,330200,338000
1719,Boxboro,MA,Middlesex,418000,427800,429500,428400,434000,451900,463200,471400,476700,470600,477300,491600,501600,514600,514500,513100
1720,Acton,MA,Middlesex,477700,490200,492700,489200,496200,501700,511100,526000,533100,536200,539700,543500,552800,561500,567800,576700
1721,Ashland,MA,Middlesex,323500,331700,334700,331000,335500,343800,351100,355000,358400,364600,367000,373100,376300,381900,387700,396400
1730,Bedford,MA,Middlesex,560600,585300,592900,594400,597200,607400,616200,625100,630100,634900,646000,653200,658600,666800,676900,679900
1740,Bolton,MA,Worcester,449200,446200,452900,472300,470900,478100,481400,495700,497100,498300,502300,513400,509400,513200,522300,525500
1741,Carlisle,MA,Middlesex,749900,765800,777300,768000,804700,800900,810400,827500,818500,813500,802100,804700,806900,818700,826200,833400
1742,Concord,MA,Middlesex,718400,734300,743800,751000,766900,781300,791500,797000,800200,789700,784100,812200,838000,851100,852800,848200
1746,Holliston,MA,Middlesex,380300,392500,397300,397200,394900,404900,412600,418000,419200,413800,410300,414300,423200,434100,441300,449200
1747,Town of Hopedale,MA,Worcester,251200,250000,251700,260700,263800,266700,272000,273700,271900,279600,286600,294700,296800,299600,307400,312900
1748,Town of Hopkinton,MA,Middlesex,502400,513400,522900,520200,517600,516400,523800,527900,534200,551400,548000,554700,565500,575500,579200,588300
1749,Town of Hudson,MA,Middlesex,285100,293200,292100,292500,298800,305800,308800,314800,319500,324400,332000,335800,342200,349700,354600,358400
1752,Marlborough,MA,Middlesex,272000,279500,282000,280600,283700,286600,292300,295000,303200,313700,319100,324200,329000,330900,336100,343600
1754,Maynard,MA,Middlesex,305100,312000,310700,308600,312000,317500,324500,331800,336300,342300,340400,342400,349900,360300,368100,380400
1756,Mendon,MA,Worcester,378400,372900,373100,383200,382700,382700,380300,388100,390200,399600,405300,416700,419300,425000,432600,432900
1757,Town of Milford,MA,Worcester,251600,247800,250600,258700,259800,267300,275500,281100,282000,287200,292200,295600,298400,302300,305300,309700
1760,Natick,MA,Middlesex,423800,432300,433800,435900,443400,456600,469200,475800,481900,486800,488100,497700,509400,522300,529900,540900
1770,Sherborn,MA,Middlesex,728800,743100,755200,755500,769400,783300,780900,772500,762400,759500,761300,767700,775000,792700,782500,798700
1772,Southborough,MA,Worcester,528000,524400,521100,542600,552100,563800,565100,578100,573800,574000,579700,609200,604400,608600,624300,628600
1775,Stow,MA,Middlesex,424700,434200,435700,443000,444000,455100,463000,465700,470100,466200,471900,483200,494600,502400,505000,505500
1776,Sudbury,MA,Middlesex,680600,681700,673700,669100,669200,680700,693800,698300,698400,699500,692300,692900,706500,719000,726800,737100
1778,Wayland,MA,Middlesex,601000,614700,620600,621600,631200,641500,662900,676300,680500,678200,680200,674000,678800,697200,707500,719600
1801,Woburn,MA,Middlesex,365400,376100,379100,374400,377700,387000,394500,402900,406900,409900,416500,421800,429600,443500,453400,462800
1803,Burlington,MA,Middlesex,433100,442200,441500,436600,438000,452400,462700,469500,475300,479900,485400,494300,508600,519900,532600,545000
1810,Town of Andover,MA,Essex,545800,544000,548500,545800,548700,545400,549000,561500,562800,566800,571700,575200,584500,590800,603200,608200
1821,Billerica,MA,Middlesex,336700,345400,342700,343500,346500,350000,361700,372100,376000,383000,387300,392700,405400,415200,422900,432300
1824,Chelmsford,MA,Middlesex,347700,354500,355600,357500,360900,368500,376200,382800,384300,385000,387600,390000,397700,406600,413000,418000
1826,Dracut,MA,Middlesex,250700,259300,267300,264100,264000,265100,270100,276100,279800,282700,288100,295100,304400,311700,314900,322500
1827,Dunstable,MA,Middlesex,431100,434300,434000,440900,450000,459400,461500,455300,460400,454200,454300,470000,475400,483900,499900,501800
1830,Haverhill,MA,Essex,242000,243800,251300,253700,260100,260500,262500,266500,267200,272700,277100,281900,291400,295400,299500,303300
1832,Haverhill,MA,Essex,223400,223300,227900,230900,236300,239200,243000,248300,250000,252600,254700,259600,266500,269800,275100,275200
1833,Georgetown,MA,Essex,381000,378000,384700,393600,397300,400900,404200,408100,408900,412900,416800,427900,443200,451200,461200,463200
1834,Groveland,MA,Essex,349000,344800,348700,347800,354500,360100,361700,360600,362400,368400,375800,384400,396700,406100,416600,432100
1835,Haverhill,MA,Essex,243800,245600,253100,256500,264800,264000,265300,270100,272600,281500,287600,292500,299300,304000,313800,317600
1841,Lawrence,MA,Essex,162400,162700,166800,168600,170600,172100,174500,177300,184500,189200,193300,200600,208000,214500,224500,229000
1843,Lawrence,MA,Essex,201400,205700,204500,200600,207400,213500,219300,226500,230400,233900,236800,242000,247200,251500,258300,260300
1844,Methuen,MA,Essex,261400,262200,268000,272500,279500,281900,283500,287800,291700,300100,309000,314600,322400,329100,334400,336900
1845,North Andover,MA,Essex,419500,420700,427800,426600,438900,440500,442700,452200,452500,452400,457700,469200,480000,482800,490100,492200
1850,Lowell,MA,Middlesex,175700,179700,182900,181000,185600,186100,191300,194400,198900,206800,211400,212800,218500,224200,228500,233200
1851,Lowell,MA,Middlesex,217400,220000,222400,225500,231800,238000,246500,250900,253100,255400,263300,268800,269800,273200,278900,285200
1852,Lowell,MA,Middlesex,209200,213400,216900,217500,219500,224400,228100,229500,233700,238700,241400,245100,249300,255800,257300,263400
1854,Lowell,MA,Middlesex,206800,211800,212600,213600,216600,220000,227400,235500,238600,241500,244200,247900,252200,258200,260600,266400
1860,Merrimac,MA,Essex,320800,320700,330900,333500,345600,347900,340400,341900,348700,347300,349200,361000,370300,380700,388000,392500
1862,Billerica,MA,Middlesex,340400,349400,344300,344300,349700,354300,364400,372100,374900,377000,382800,389500,401700,411700,421300,430400
1863,Chelmsford,MA,Middlesex,263600,271100,276000,278600,276000,282400,283700,288100,292000,294900,300000,311300,321400,329900,331900,337500
1864,North Reading,MA,Middlesex,430000,441200,443300,439300,444100,455900,463000,471100,475000,480200,483700,492500,506900,515400,521700,529400
1867,Reading,MA,Middlesex,460700,471100,476000,468100,468700,484500,500000,507700,517400,517400,521200,533300,546300,564800,576200,593300
1876,Tewksbury,MA,Middlesex,317400,327400,328800,331800,335700,339300,346700,349800,354600,361800,365900,374700,385100,391200,393800,401200
1879,Tyngsboro,MA,Middlesex,323300,332000,329900,326400,326600,328400,336100,344300,348300,352700,358800,366100,376200,382700,386700,387000
